timestamp,filename,steering_angle
2025-06-21_12-23-29-064716,2025-06-21_12-23-29-062130.png,0
2025-06-21_12-23-29-077356,2025-06-21_12-23-29-075349.png,0
2025-06-21_12-23-29-096311,2025-06-21_12-23-29-090825.png,0
2025-06-21_12-23-29-108497,2025-06-21_12-23-29-105459.png,0
2025-06-21_12-23-29-119030,2025-06-21_12-23-29-117121.png,0
2025-06-21_12-23-29-134764,2025-06-21_12-23-29-133145.png,0
2025-06-21_12-23-29-144750,2025-06-21_12-23-29-142774.png,0
2025-06-21_12-23-29-157245,2025-06-21_12-23-29-155147.png,0
2025-06-21_12-23-29-197617,2025-06-21_12-23-29-195506.png,0
2025-06-21_12-23-29-232953,2025-06-21_12-23-29-230906.png,0
2025-06-21_12-23-29-237552,2025-06-21_12-23-29-236553.png,0
2025-06-21_12-23-29-260063,2025-06-21_12-23-29-248290.png,0
2025-06-21_12-23-29-276616,2025-06-21_12-23-29-274167.png,0
2025-06-21_12-23-29-287011,2025-06-21_12-23-29-285006.png,0
2025-06-21_12-23-29-299090,2025-06-21_12-23-29-297107.png,0
2025-06-21_12-23-29-313395,2025-06-21_12-23-29-312294.png,0
2025-06-21_12-23-29-320980,2025-06-21_12-23-29-318988.png,0
2025-06-21_12-23-29-331316,2025-06-21_12-23-29-329271.png,0
2025-06-21_12-23-29-342541,2025-06-21_12-23-29-340626.png,0
2025-06-21_12-23-29-358126,2025-06-21_12-23-29-356124.png,0
2025-06-21_12-23-29-365990,2025-06-21_12-23-29-365079.png,0
2025-06-21_12-23-29-378855,2025-06-21_12-23-29-376904.png,0
2025-06-21_12-23-29-393955,2025-06-21_12-23-29-392948.png,0
2025-06-21_12-23-29-405957,2025-06-21_12-23-29-403449.png,0
2025-06-21_12-23-29-418964,2025-06-21_12-23-29-417966.png,0
2025-06-21_12-23-29-435146,2025-06-21_12-23-29-433456.png,0
2025-06-21_12-23-29-449302,2025-06-21_12-23-29-448262.png,0
2025-06-21_12-23-29-465776,2025-06-21_12-23-29-463224.png,0
2025-06-21_12-23-29-507031,2025-06-21_12-23-29-503438.png,0
2025-06-21_12-23-29-544702,2025-06-21_12-23-29-543701.png,0
2025-06-21_12-23-29-551815,2025-06-21_12-23-29-549879.png,0
2025-06-21_12-23-29-567266,2025-06-21_12-23-29-565175.png,0
2025-06-21_12-23-29-594792,2025-06-21_12-23-29-582955.png,0
2025-06-21_12-23-29-611605,2025-06-21_12-23-29-609560.png,0
2025-06-21_12-23-29-627638,2025-06-21_12-23-29-625641.png,0
2025-06-21_12-23-29-637633,2025-06-21_12-23-29-635552.png,0
2025-06-21_12-23-29-650271,2025-06-21_12-23-29-648271.png,0
2025-06-21_12-23-29-665059,2025-06-21_12-23-29-664067.png,0
2025-06-21_12-23-29-675837,2025-06-21_12-23-29-673312.png,0
2025-06-21_12-23-29-690766,2025-06-21_12-23-29-687674.png,0
2025-06-21_12-23-29-706181,2025-06-21_12-23-29-703965.png,0
2025-06-21_12-23-29-718631,2025-06-21_12-23-29-715600.png,0
2025-06-21_12-23-29-734810,2025-06-21_12-23-29-733302.png,0
2025-06-21_12-23-29-750146,2025-06-21_12-23-29-748146.png,0
2025-06-21_12-23-29-763485,2025-06-21_12-23-29-762480.png,0
2025-06-21_12-23-29-780828,2025-06-21_12-23-29-778818.png,0
2025-06-21_12-23-29-821470,2025-06-21_12-23-29-819425.png,0
2025-06-21_12-23-29-859112,2025-06-21_12-23-29-857119.png,0
2025-06-21_12-23-29-865132,2025-06-21_12-23-29-863462.png,0
2025-06-21_12-23-29-880523,2025-06-21_12-23-29-879517.png,0
2025-06-21_12-23-29-898747,2025-06-21_12-23-29-895825.png,0
2025-06-21_12-23-29-911251,2025-06-21_12-23-29-909188.png,0
2025-06-21_12-23-29-923914,2025-06-21_12-23-29-922022.png,0
2025-06-21_12-23-29-950430,2025-06-21_12-23-29-937945.png,0
2025-06-21_12-23-29-962263,2025-06-21_12-23-29-960171.png,0
2025-06-21_12-23-29-977412,2025-06-21_12-23-29-975313.png,0
2025-06-21_12-23-29-987048,2025-06-21_12-23-29-984959.png,0
2025-06-21_12-23-30-000517,2025-06-21_12-23-29-998509.png,0
2025-06-21_12-23-30-015873,2025-06-21_12-23-30-014864.png,0
2025-06-21_12-23-30-030555,2025-06-21_12-23-30-028557.png,0
2025-06-21_12-23-30-044886,2025-06-21_12-23-30-043237.png,0
2025-06-21_12-23-30-062271,2025-06-21_12-23-30-060268.png,0
2025-06-21_12-23-30-078272,2025-06-21_12-23-30-076269.png,0
2025-06-21_12-23-30-093423,2025-06-21_12-23-30-091915.png,0
2025-06-21_12-23-30-131012,2025-06-21_12-23-30-128993.png,0
2025-06-21_12-23-30-169084,2025-06-21_12-23-30-167024.png,0
2025-06-21_12-23-30-177678,2025-06-21_12-23-30-175628.png,0
2025-06-21_12-23-30-194793,2025-06-21_12-23-30-192282.png,0
2025-06-21_12-23-30-211277,2025-06-21_12-23-30-209266.png,0
2025-06-21_12-23-30-223182,2025-06-21_12-23-30-221273.png,0
2025-06-21_12-23-30-236993,2025-06-21_12-23-30-234770.png,0
2025-06-21_12-23-30-252433,2025-06-21_12-23-30-251436.png,0
2025-06-21_12-23-30-263163,2025-06-21_12-23-30-261172.png,0
2025-06-21_12-23-30-277246,2025-06-21_12-23-30-275115.png,0
2025-06-21_12-23-30-292059,2025-06-21_12-23-30-291073.png,0
2025-06-21_12-23-30-302256,2025-06-21_12-23-30-300242.png,0
2025-06-21_12-23-30-316191,2025-06-21_12-23-30-313584.png,0
2025-06-21_12-23-30-332316,2025-06-21_12-23-30-330224.png,0
2025-06-21_12-23-30-344896,2025-06-21_12-23-30-342976.png,0
2025-06-21_12-23-30-360898,2025-06-21_12-23-30-359004.png,0
2025-06-21_12-23-30-378963,2025-06-21_12-23-30-375961.png,0
2025-06-21_12-23-30-391661,2025-06-21_12-23-30-389737.png,0
2025-06-21_12-23-30-408302,2025-06-21_12-23-30-406300.png,0
2025-06-21_12-23-30-450158,2025-06-21_12-23-30-448150.png,0
2025-06-21_12-23-30-490028,2025-06-21_12-23-30-488030.png,0
2025-06-21_12-23-30-497612,2025-06-21_12-23-30-495608.png,0
2025-06-21_12-23-30-513662,2025-06-21_12-23-30-511747.png,0
2025-06-21_12-23-30-530709,2025-06-21_12-23-30-528709.png,0
2025-06-21_12-23-30-544690,2025-06-21_12-23-30-541333.png,0
2025-06-21_12-23-30-557808,2025-06-21_12-23-30-555724.png,0
2025-06-21_12-23-30-578418,2025-06-21_12-23-30-575403.png,0
2025-06-21_12-23-30-583417,2025-06-21_12-23-30-581416.png,0
2025-06-21_12-23-30-595432,2025-06-21_12-23-30-593925.png,0
2025-06-21_12-23-30-611977,2025-06-21_12-23-30-609956.png,0
2025-06-21_12-23-30-622727,2025-06-21_12-23-30-620729.png,0
2025-06-21_12-23-30-637942,2025-06-21_12-23-30-634820.png,0
2025-06-21_12-23-30-653132,2025-06-21_12-23-30-652131.png,0
2025-06-21_12-23-30-666665,2025-06-21_12-23-30-664651.png,0
2025-06-21_12-23-30-682730,2025-06-21_12-23-30-680743.png,0
2025-06-21_12-23-30-699045,2025-06-21_12-23-30-697047.png,0
2025-06-21_12-23-30-714767,2025-06-21_12-23-30-713262.png,0
2025-06-21_12-23-30-752676,2025-06-21_12-23-30-750679.png,0
2025-06-21_12-23-30-791143,2025-06-21_12-23-30-788752.png,0
2025-06-21_12-23-30-867780,2025-06-21_12-23-30-865770.png,0
2025-06-21_12-23-30-886803,2025-06-21_12-23-30-884716.png,0
2025-06-21_12-23-30-903204,2025-06-21_12-23-30-900234.png,0
2025-06-21_12-23-30-920761,2025-06-21_12-23-30-918763.png,0
2025-06-21_12-23-30-930489,2025-06-21_12-23-30-928547.png,0
2025-06-21_12-23-30-944837,2025-06-21_12-23-30-943246.png,0
2025-06-21_12-23-30-962632,2025-06-21_12-23-30-960587.png,0
2025-06-21_12-23-30-970224,2025-06-21_12-23-30-968311.png,0
2025-06-21_12-23-30-982106,2025-06-21_12-23-30-980110.png,0
2025-06-21_12-23-30-999334,2025-06-21_12-23-30-997335.png,0
2025-06-21_12-23-31-011037,2025-06-21_12-23-31-008046.png,0
2025-06-21_12-23-31-024723,2025-06-21_12-23-31-021692.png,0
2025-06-21_12-23-31-069851,2025-06-21_12-23-31-068852.png,0
2025-06-21_12-23-31-110225,2025-06-21_12-23-31-108149.png,0
2025-06-21_12-23-31-128137,2025-06-21_12-23-31-126113.png,0
2025-06-21_12-23-31-139659,2025-06-21_12-23-31-137687.png,0
2025-06-21_12-23-31-155865,2025-06-21_12-23-31-153355.png,0
2025-06-21_12-23-31-166370,2025-06-21_12-23-31-163864.png,0
2025-06-21_12-23-31-176404,2025-06-21_12-23-31-175393.png,0
2025-06-21_12-23-31-193348,2025-06-21_12-23-31-191397.png,0
2025-06-21_12-23-31-200991,2025-06-21_12-23-31-199029.png,0
2025-06-21_12-23-31-211717,2025-06-21_12-23-31-209722.png,0
2025-06-21_12-23-31-223339,2025-06-21_12-23-31-222341.png,0
2025-06-21_12-23-31-238651,2025-06-21_12-23-31-236696.png,0
2025-06-21_12-23-31-248334,2025-06-21_12-23-31-246336.png,0
2025-06-21_12-23-31-261048,2025-06-21_12-23-31-259050.png,0
2025-06-21_12-23-31-278611,2025-06-21_12-23-31-276614.png,0
2025-06-21_12-23-31-286735,2025-06-21_12-23-31-284731.png,0
2025-06-21_12-23-31-300115,2025-06-21_12-23-31-298110.png,0
2025-06-21_12-23-31-316996,2025-06-21_12-23-31-314993.png,0
2025-06-21_12-23-31-330067,2025-06-21_12-23-31-328159.png,0
2025-06-21_12-23-31-369154,2025-06-21_12-23-31-367150.png,0
2025-06-21_12-23-31-403766,2025-06-21_12-23-31-401674.png,0
2025-06-21_12-23-31-411278,2025-06-21_12-23-31-409288.png,0
2025-06-21_12-23-31-426674,2025-06-21_12-23-31-424782.png,0
2025-06-21_12-23-31-442208,2025-06-21_12-23-31-440256.png,0
2025-06-21_12-23-31-454906,2025-06-21_12-23-31-452920.png,0
2025-06-21_12-23-31-467871,2025-06-21_12-23-31-465873.png,0
2025-06-21_12-23-31-482691,2025-06-21_12-23-31-481614.png,0
2025-06-21_12-23-31-493892,2025-06-21_12-23-31-491953.png,0
2025-06-21_12-23-31-506996,2025-06-21_12-23-31-504903.png,0
2025-06-21_12-23-31-522215,2025-06-21_12-23-31-520208.png,0
2025-06-21_12-23-31-531759,2025-06-21_12-23-31-529782.png,0
2025-06-21_12-23-31-545734,2025-06-21_12-23-31-543225.png,0
2025-06-21_12-23-31-562019,2025-06-21_12-23-31-559945.png,0
2025-06-21_12-23-31-572967,2025-06-21_12-23-31-571960.png,0
2025-06-21_12-23-31-590198,2025-06-21_12-23-31-587269.png,0
2025-06-21_12-23-31-606340,2025-06-21_12-23-31-603926.png,0
2025-06-21_12-23-31-632114,2025-06-21_12-23-31-619795.png,0
2025-06-21_12-23-31-656987,2025-06-21_12-23-31-655035.png,0
2025-06-21_12-23-31-692654,2025-06-21_12-23-31-690655.png,0
2025-06-21_12-23-31-700213,2025-06-21_12-23-31-698266.png,0
2025-06-21_12-23-31-714849,2025-06-21_12-23-31-713331.png,0
2025-06-21_12-23-31-732026,2025-06-21_12-23-31-729438.png,0
2025-06-21_12-23-31-746033,2025-06-21_12-23-31-743426.png,0
2025-06-21_12-23-31-760996,2025-06-21_12-23-31-758989.png,0
2025-06-21_12-23-31-775954,2025-06-21_12-23-31-773362.png,0
2025-06-21_12-23-31-787375,2025-06-21_12-23-31-785294.png,0
2025-06-21_12-23-31-799102,2025-06-21_12-23-31-797193.png,0
2025-06-21_12-23-31-820678,2025-06-21_12-23-31-813344.png,0
2025-06-21_12-23-31-827822,2025-06-21_12-23-31-825802.png,0
2025-06-21_12-23-31-841078,2025-06-21_12-23-31-839064.png,0
2025-06-21_12-23-31-857414,2025-06-21_12-23-31-855322.png,0
2025-06-21_12-23-31-870963,2025-06-21_12-23-31-868964.png,0
2025-06-21_12-23-31-889029,2025-06-21_12-23-31-886025.png,0
2025-06-21_12-23-31-904763,2025-06-21_12-23-31-902718.png,0
2025-06-21_12-23-31-920586,2025-06-21_12-23-31-918579.png,0
2025-06-21_12-23-31-938216,2025-06-21_12-23-31-934966.png,0
2025-06-21_12-23-31-978060,2025-06-21_12-23-31-976039.png,0
2025-06-21_12-23-32-014641,2025-06-21_12-23-32-012592.png,0
2025-06-21_12-23-32-021867,2025-06-21_12-23-32-019882.png,0
2025-06-21_12-23-32-039460,2025-06-21_12-23-32-037597.png,0
2025-06-21_12-23-32-056094,2025-06-21_12-23-32-053685.png,0
2025-06-21_12-23-32-071094,2025-06-21_12-23-32-069110.png,0
2025-06-21_12-23-32-086836,2025-06-21_12-23-32-084724.png,0
2025-06-21_12-23-32-102478,2025-06-21_12-23-32-100391.png,0
2025-06-21_12-23-32-113288,2025-06-21_12-23-32-112293.png,0
2025-06-21_12-23-32-127521,2025-06-21_12-23-32-125506.png,0
2025-06-21_12-23-32-143673,2025-06-21_12-23-32-141585.png,0
2025-06-21_12-23-32-153317,2025-06-21_12-23-32-152343.png,0
2025-06-21_12-23-32-168997,2025-06-21_12-23-32-166992.png,0
2025-06-21_12-23-32-185342,2025-06-21_12-23-32-182776.png,0
2025-06-21_12-23-32-200428,2025-06-21_12-23-32-198420.png,0
2025-06-21_12-23-32-217718,2025-06-21_12-23-32-214018.png,0
2025-06-21_12-23-32-233309,2025-06-21_12-23-32-231388.png,0
2025-06-21_12-23-32-252821,2025-06-21_12-23-32-250748.png,0
2025-06-21_12-23-32-289523,2025-06-21_12-23-32-287516.png,0
2025-06-21_12-23-32-323676,2025-06-21_12-23-32-321705.png,0
2025-06-21_12-23-32-331941,2025-06-21_12-23-32-329944.png,0
2025-06-21_12-23-32-349073,2025-06-21_12-23-32-347039.png,0
2025-06-21_12-23-32-375925,2025-06-21_12-23-32-363495.png,0
2025-06-21_12-23-32-395933,2025-06-21_12-23-32-393414.png,0
2025-06-21_12-23-32-409899,2025-06-21_12-23-32-408802.png,0
2025-06-21_12-23-32-425921,2025-06-21_12-23-32-423308.png,0
2025-06-21_12-23-32-438476,2025-06-21_12-23-32-436431.png,0
2025-06-21_12-23-32-451309,2025-06-21_12-23-32-449419.png,0
2025-06-21_12-23-32-466940,2025-06-21_12-23-32-465012.png,0
2025-06-21_12-23-32-477929,2025-06-21_12-23-32-475849.png,0
2025-06-21_12-23-32-492992,2025-06-21_12-23-32-490994.png,0
2025-06-21_12-23-32-509395,2025-06-21_12-23-32-507406.png,0
2025-06-21_12-23-32-521291,2025-06-21_12-23-32-519284.png,0
2025-06-21_12-23-32-537587,2025-06-21_12-23-32-534974.png,0
2025-06-21_12-23-32-555052,2025-06-21_12-23-32-552961.png,0
2025-06-21_12-23-32-592007,2025-06-21_12-23-32-590014.png,0
2025-06-21_12-23-32-629911,2025-06-21_12-23-32-627879.png,0
2025-06-21_12-23-32-637876,2025-06-21_12-23-32-635875.png,0
2025-06-21_12-23-32-654594,2025-06-21_12-23-32-652595.png,0
2025-06-21_12-23-32-670644,2025-06-21_12-23-32-668629.png,0
2025-06-21_12-23-32-683603,2025-06-21_12-23-32-681675.png,0
2025-06-21_12-23-32-699532,2025-06-21_12-23-32-697448.png,0
2025-06-21_12-23-32-715044,2025-06-21_12-23-32-713228.png,0
2025-06-21_12-23-32-727532,2025-06-21_12-23-32-725451.png,0
2025-06-21_12-23-32-739275,2025-06-21_12-23-32-738275.png,0
2025-06-21_12-23-32-754930,2025-06-21_12-23-32-752861.png,0
2025-06-21_12-23-32-766790,2025-06-21_12-23-32-764781.png,0
2025-06-21_12-23-32-780657,2025-06-21_12-23-32-778560.png,0
2025-06-21_12-23-32-796859,2025-06-21_12-23-32-794866.png,0
2025-06-21_12-23-32-811401,2025-06-21_12-23-32-809396.png,0
2025-06-21_12-23-32-828029,2025-06-21_12-23-32-825015.png,0
2025-06-21_12-23-32-843194,2025-06-21_12-23-32-842126.png,0
2025-06-21_12-23-32-859867,2025-06-21_12-23-32-856849.png,0
2025-06-21_12-23-32-895910,2025-06-21_12-23-32-893401.png,0
2025-06-21_12-23-32-935781,2025-06-21_12-23-32-933689.png,0
2025-06-21_12-23-32-943310,2025-06-21_12-23-32-942305.png,0
2025-06-21_12-23-32-966383,2025-06-21_12-23-32-964769.png,0
2025-06-21_12-23-32-980695,2025-06-21_12-23-32-978659.png,0
2025-06-21_12-23-33-003454,2025-06-21_12-23-33-001455.png,0
2025-06-21_12-23-33-037795,2025-06-21_12-23-33-035775.png,0
2025-06-21_12-23-33-062612,2025-06-21_12-23-33-060597.png,0
2025-06-21_12-23-33-075952,2025-06-21_12-23-33-073219.png,0
2025-06-21_12-23-33-097939,2025-06-21_12-23-33-096933.png,0
2025-06-21_12-23-33-122415,2025-06-21_12-23-33-120418.png,0
2025-06-21_12-23-33-146792,2025-06-21_12-23-33-144786.png,0
2025-06-21_12-23-33-171224,2025-06-21_12-23-33-169224.png,0
2025-06-21_12-23-33-210048,2025-06-21_12-23-33-208124.png,0
2025-06-21_12-23-33-238741,2025-06-21_12-23-33-236736.png,0
2025-06-21_12-23-33-272418,2025-06-21_12-23-33-270315.png,0
2025-06-21_12-23-33-297680,2025-06-21_12-23-33-295550.png,0
2025-06-21_12-23-33-303767,2025-06-21_12-23-33-301762.png,0
2025-06-21_12-23-33-312527,2025-06-21_12-23-33-310514.png,0
2025-06-21_12-23-33-326750,2025-06-21_12-23-33-324884.png,0
2025-06-21_12-23-33-340095,2025-06-21_12-23-33-338174.png,0
2025-06-21_12-23-33-350840,2025-06-21_12-23-33-348889.png,0
2025-06-21_12-23-33-357236,2025-06-21_12-23-33-355142.png,0
2025-06-21_12-23-33-363228,2025-06-21_12-23-33-362247.png,0
2025-06-21_12-23-33-378861,2025-06-21_12-23-33-377818.png,0
2025-06-21_12-23-33-387765,2025-06-21_12-23-33-386735.png,0
2025-06-21_12-23-33-395805,2025-06-21_12-23-33-394799.png,0
2025-06-21_12-23-33-406144,2025-06-21_12-23-33-403887.png,0
2025-06-21_12-23-33-420691,2025-06-21_12-23-33-419773.png,0
2025-06-21_12-23-33-436946,2025-06-21_12-23-33-434903.png,0
2025-06-21_12-23-33-447033,2025-06-21_12-23-33-444895.png,0
2025-06-21_12-23-33-462162,2025-06-21_12-23-33-460080.png,0
2025-06-21_12-23-33-469822,2025-06-21_12-23-33-468822.png,0
2025-06-21_12-23-33-482666,2025-06-21_12-23-33-480666.png,0
2025-06-21_12-23-33-518260,2025-06-21_12-23-33-517331.png,0
2025-06-21_12-23-33-553169,2025-06-21_12-23-33-552182.png,0
2025-06-21_12-23-33-560706,2025-06-21_12-23-33-558751.png,0
2025-06-21_12-23-33-571615,2025-06-21_12-23-33-570644.png,0
2025-06-21_12-23-33-583840,2025-06-21_12-23-33-581871.png,0
2025-06-21_12-23-33-609686,2025-06-21_12-23-33-597955.png,0
2025-06-21_12-23-33-615646,2025-06-21_12-23-33-613961.png,0
2025-06-21_12-23-33-627021,2025-06-21_12-23-33-624916.png,0
2025-06-21_12-23-33-642051,2025-06-21_12-23-33-639965.png,0
2025-06-21_12-23-33-657600,2025-06-21_12-23-33-654992.png,0
2025-06-21_12-23-33-667219,2025-06-21_12-23-33-665021.png,0
2025-06-21_12-23-33-682065,2025-06-21_12-23-33-680088.png,0
2025-06-21_12-23-33-690615,2025-06-21_12-23-33-688610.png,0
2025-06-21_12-23-33-702310,2025-06-21_12-23-33-700248.png,0
2025-06-21_12-23-33-714949,2025-06-21_12-23-33-712951.png,0
2025-06-21_12-23-33-730399,2025-06-21_12-23-33-728318.png,0
2025-06-21_12-23-33-740139,2025-06-21_12-23-33-738219.png,0
2025-06-21_12-23-33-753858,2025-06-21_12-23-33-751758.png,0
2025-06-21_12-23-33-770081,2025-06-21_12-23-33-768062.png,0
2025-06-21_12-23-33-782212,2025-06-21_12-23-33-780196.png,0
2025-06-21_12-23-33-819440,2025-06-21_12-23-33-817435.png,0
2025-06-21_12-23-33-854900,2025-06-21_12-23-33-852917.png,0
2025-06-21_12-23-33-862506,2025-06-21_12-23-33-860423.png,0
2025-06-21_12-23-33-877130,2025-06-21_12-23-33-876070.png,0
2025-06-21_12-23-33-892515,2025-06-21_12-23-33-891586.png,0
2025-06-21_12-23-33-905784,2025-06-21_12-23-33-903174.png,0
2025-06-21_12-23-33-918915,2025-06-21_12-23-33-916932.png,0
2025-06-21_12-23-33-933646,2025-06-21_12-23-33-932647.png,0
2025-06-21_12-23-33-944950,2025-06-21_12-23-33-942926.png,0
2025-06-21_12-23-33-956998,2025-06-21_12-23-33-955064.png,0
2025-06-21_12-23-33-971842,2025-06-21_12-23-33-970829.png,0
2025-06-21_12-23-33-983160,2025-06-21_12-23-33-982066.png,0
2025-06-21_12-23-33-993421,2025-06-21_12-23-33-992508.png,0
2025-06-21_12-23-34-010678,2025-06-21_12-23-34-008673.png,0
2025-06-21_12-23-34-022212,2025-06-21_12-23-34-020216.png,0
2025-06-21_12-23-34-037405,2025-06-21_12-23-34-035152.png,0
2025-06-21_12-23-34-053221,2025-06-21_12-23-34-051234.png,0
2025-06-21_12-23-34-068867,2025-06-21_12-23-34-065826.png,0
2025-06-21_12-23-34-086979,2025-06-21_12-23-34-083738.png,0
2025-06-21_12-23-34-127076,2025-06-21_12-23-34-126077.png,0
2025-06-21_12-23-34-164036,2025-06-21_12-23-34-162039.png,0
2025-06-21_12-23-34-186117,2025-06-21_12-23-34-184109.png,0
2025-06-21_12-23-34-233195,2025-06-21_12-23-34-231197.png,0
2025-06-21_12-23-34-260298,2025-06-21_12-23-34-257302.png,0
2025-06-21_12-23-34-294793,2025-06-21_12-23-34-292795.png,0
2025-06-21_12-23-34-309060,2025-06-21_12-23-34-307062.png,0
2025-06-21_12-23-34-332444,2025-06-21_12-23-34-330516.png,0
